miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT003226,hsa-miR-424-5p,hsa,MAP2K1,5604,hsa,Luciferase reporter assay,Functional MTI,20065103
MIRT003222,hsa-miR-150-5p,hsa,EGR2,1959,hsa,Luciferase reporter assay//semi-qRT-PCR//Western blot,Functional MTI,20067763
MIRT003221,hsa-miR-29a-3p,hsa,COL4A1,1282,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20067797
MIRT003220,hsa-miR-29a-3p,hsa,COL4A2,1284,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20067797
MIRT003216,hsa-miR-10b-5p,hsa,KLF4,9314,hsa,Luciferase reporter assay//Western blot,Functional MTI,20075075
MIRT003215,hsa-miR-421,hsa,ATM,472,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20080624
MIRT003214,hsa-miR-19a-3p,hsa,ESR1,2099,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20080637
MIRT003213,hsa-miR-26a-5p,hsa,RB1,5925,hsa,GFP reporter assay//Luciferase reporter assay//Western blot,Functional MTI,20080666
MIRT003212,hsa-miR-26a-5p,hsa,MAP3K2,10746,hsa,GFP reporter assay//Luciferase reporter assay//Western blot,Functional MTI,20080666
MIRT003211,hsa-miR-181c-5p,hsa,NOTCH4,4855,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20080834
MIRT003210,hsa-miR-181c-5p,hsa,KRAS,3845,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20080834
MIRT004658,hsa-miR-499a-5p,hsa,SOX6,55553,hsa,Luciferase reporter assay,Functional MTI,20081117
MIRT003203,hsa-miR-1-3p,hsa,SOX6,55553,hsa,Luciferase reporter assay,Functional MTI,20081117
MIRT000967,hsa-miR-126-3p,hsa,TOM1,10043,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20083669
MIRT003200,hsa-miR-29c-3p,hsa,CDK6,1021,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20086245
MIRT003199,hsa-miR-7-5p,hsa,ABCC1,4363,hsa,Luciferase reporter assay//Western blot,Functional MTI,20099276
MIRT003198,hsa-miR-345-5p,hsa,ABCC1,4363,hsa,Luciferase reporter assay//Western blot,Functional MTI,20099276
MIRT004659,hsa-miR-26b-5p,hsa,PTGS2,5743,hsa,Luciferase reporter assay//Western blot,Functional MTI,20100477
MIRT004660,hsa-miR-302a-3p,hsa,CDKN1A,1026,hsa,Luciferase reporter assay,Functional MTI,20101223
MIRT003191,hsa-miR-222-3p,hsa,PPP2R2A,5520,hsa,Luciferase reporter assay//Western blot,Functional MTI,20103675
MIRT004663,hsa-miR-193b-3p,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20103677
MIRT003187,hsa-miR-449a,hsa,CDK6,1021,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19833767
MIRT003186,hsa-miR-449a,hsa,CDC25A,993,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19833767
MIRT003179,hsa-miR-210-3p,hsa,DDAH1,23576,hsa,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003171,hsa-miR-210-3p,hsa,XIST,7503,hsa,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003167,hsa-miR-210-3p,hsa,CPEB2,132864,hsa,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003165,hsa-miR-210-3p,hsa,GPD1L,23171,hsa,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003159,hsa-miR-210-3p,hsa,NCAM1,4684,hsa,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003155,hsa-miR-210-3p,hsa,P4HB,5034,hsa,2DGE//immunoprecipitaion//Mass spectrometry//Microarray//qRT-PCR//Western blot,Functional MTI,19826008
MIRT003154,hsa-miR-210-3p,hsa,PTPN1,5770,hsa,2DGE//immunoprecipitaion//Luciferase reporter assay//Mass spectrometry//Microarray//qRT-PCR//Western blot,Functional MTI,19826008
MIRT003153,hsa-miR-210-3p,hsa,BDNF,627,hsa,2DGE//immunoprecipitaion//Luciferase reporter assay//Mass spectrometry//Microarray//qRT-PCR//Western blot,Functional MTI,19826008
MIRT003152,hsa-let-7a-5p,hsa,HMGA1,3159,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19179606
MIRT003150,hsa-miR-34a-5p,hsa,Sirt1,309757,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003149,hsa-miR-34a-5p,hsa,Mycn,298894,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003148,hsa-miR-34a-5p,hsa,E2f3,291105,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003147,hsa-miR-21-5p,hsa,Pten,50557,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003146,hsa-miR-21-5p,hsa,Pdcd4,64031,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003145,hsa-miR-182-5p,hsa,Mitf,25094,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003144,hsa-miR-96-5p,hsa,Mitf,25094,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT004665,hsa-miR-18a-5p,hsa,Prmt5,364382,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT004666,hsa-miR-18a-5p,hsa,Myc,24577,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003141,hsa-miR-200a-3p,hsa,Zeb1,25705,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003140,hsa-miR-200a-3p,hsa,Zeb2,311071,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003139,hsa-miR-200b-3p,hsa,Zeb1,25705,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003138,hsa-miR-200b-3p,hsa,Zeb2,311071,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003137,hsa-miR-200c-3p,hsa,Zeb1,25705,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT003136,hsa-miR-200c-3p,hsa,Zeb2,311071,rno,immunohistochemistry//Microarray//qRT-PCR//Western blot,Functional MTI,19167416
MIRT002485,hsa-miR-193a-3p,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004667,hsa-miR-518a-5p,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004668,hsa-miR-582-5p,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004669,hsa-miR-195-5p,hsa,CCL4,6351,hsa,ELISA//Immunoprecipitaion//qRT-PCR//Western blot,Functional MTI,20952681
MIRT004670,hsa-miR-1-3p,hsa,PAX3,5077,hsa,ChIP-seq//Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20956382
MIRT004671,hsa-miR-206,hsa,PAX3,5077,hsa,ChIP-seq//Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20956382
MIRT004672,hsa-miR-210-3p,hsa,MNT,4335,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19652553
MIRT004673,hsa-miR-183-5p,hsa,BTRC,8945,hsa,5'RACE//qRT-PCR//Western blot,Functional MTI,19647520
MIRT004674,hsa-miR-199a-5p,hsa,DDR1,780,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20799954
MIRT004676,hsa-miR-26a-5p,hsa,GSK3B,2932,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20525681
MIRT004677,hsa-miR-520b,hsa,MICA,100507436,hsa,flow//Luciferase reporter assay//qRT-PCR,Functional MTI,19109132
MIRT003921,hsa-miR-101-3p,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004080,hsa-miR-153-3p,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004678,hsa-let-7f-5p,hsa,KLK6,5653,hsa,ELISA//Luciferase reporter assay//qRT-PCR,Functional MTI,18627289
MIRT004679,hsa-miR-449a,hsa,CCND1,595,hsa,Flow//Immunoblot//Luciferase reporter assay,Functional MTI,20948989
MIRT001167,hsa-miR-135a-5p,hsa,NR3C2,4306,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19944075
MIRT001168,hsa-miR-124-3p,hsa,NR3C2,4306,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19944075
MIRT004680,hsa-miR-15a-5p,hsa,TSPYL2,64061,hsa,Luciferase reporter assay,Functional MTI,19478946
MIRT004681,hsa-miR-17-5p,hsa,TNFSF12,8742,hsa,Luciferase reporter assay,Functional MTI,19478946
MIRT004682,hsa-miR-324-3p,hsa,WNT9B,7484,hsa,Luciferase reporter assay,Functional MTI,19478946
MIRT004683,hsa-miR-324-3p,hsa,CREBBP,1387,hsa,Luciferase reporter assay,Functional MTI,19478946
MIRT004684,hsa-miR-324-3p,hsa,DVL2,1856,hsa,Luciferase reporter assay,Functional MTI,19478946
MIRT004685,hsa-miR-338-3p,hsa,PLA2G4B,100137049,hsa,Immunoblot//Immunocytochemistry//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,18991333
MIRT004645,hsa-miR-128-3p,hsa,BMI1,648,hsa,Immunohistochemistry//In situ hybridization//Microarray//qRT-PCR//Western blot,Functional MTI,19010882
MIRT004688,hsa-miR-191-5p,hsa,TMC7,79905,hsa,Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,20924108
MIRT004689,hsa-miR-191-5p,hsa,IL1A,3552,hsa,Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,20924108
MIRT004691,hsa-miR-191-5p,hsa,SOX4,6659,hsa,Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,20924108
MIRT004700,hsa-miR-185-5p,hsa,CDK6,1021,hsa,Flow//Immunoblot//Microarray//qRT-PCR//Western blog,Functional MTI (Weak),19688090
MIRT001500,hsa-miR-155-5p,hsa,SMAD1,4086,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20427544
MIRT004707,hsa-miR-155-5p,hsa,RUNX2,860,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20427544
MIRT001532,hsa-miR-155-5p,hsa,MYO10,4651,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20427544
MIRT004709,hsa-miR-125b-5p,hsa,CDKN2A,1029,hsa,Western blot,Functional MTI,20347935
MIRT004713,hsa-miR-203a-3p,hsa,ABCE1,6059,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19843643
MIRT004718,hsa-miR-196a-5p,hsa,BACH1,571,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20127796
MIRT004719,hsa-miR-196a-5p,hsa,HMOX1,3162,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20127796
MIRT004723,hsa-miR-203a-3p,hsa,CDK6,1021,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19843643
MIRT004724,hsa-miR-124-3p,hsa,VIM,7431,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19843643
MIRT004725,hsa-miR-124-3p,hsa,SMYD3,64754,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19843643
MIRT004726,hsa-miR-124-3p,hsa,E2F6,1876,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19843643
MIRT002697,hsa-miR-124-3p,hsa,IQGAP1,8826,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19843643
MIRT002305,hsa-let-7a-5p,hsa,RAVER2,55225,hsa,Immunoprecipitaion//Luciferase reporter assay//Western blot,Functional MTI,17637574
MIRT004730,hsa-miR-146a-5p,hsa,EGFR,1956,hsa,qRT-PCR//Western blot,Functional MTI,20124483
MIRT004731,hsa-miR-146a-5p,hsa,MTA2,9219,hsa,qRT-PCR//Western blot,Functional MTI,20124483
MIRT000304,hsa-miR-146a-5p,hsa,IRAK2,3656,hsa,qRT-PCR//Western blot,Functional MTI,20124483
MIRT004733,hsa-miR-153-3p,hsa,SNCA,6622,hsa,Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20106983
MIRT002315,hsa-miR-26a-5p,hsa,SERBP1,26135,hsa,Immunoprecipitaion//Luciferase reporter assay//Western blot,Functional MTI,17637574
MIRT002316,hsa-miR-29b-3p,hsa,DNAJB11,51726,hsa,Immunoprecipitaion//Luciferase reporter assay//Western blot,Functional MTI,17637574
MIRT002310,hsa-miR-29b-3p,hsa,SFPQ,6421,hsa,Immunoprecipitaion//Luciferase reporter assay//Western blot,Functional MTI,17637574
MIRT002306,hsa-miR-99a-5p,hsa,RAVER2,55225,hsa,Immunoprecipitaion//Luciferase reporter assay//Western blot,Functional MTI,17637574
MIRT002307,hsa-miR-99b-5p,hsa,RAVER2,55225,hsa,Immunoprecipitaion//Luciferase reporter assay//Western blot,Functional MTI,17637574
MIRT004591,hsa-miR-17-5p,hsa,TGFBR2,7048,hsa,Immunoblot//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20940405
MIRT001785,hsa-miR-20a-5p,hsa,TGFBR2,7048,hsa,Immunoblot//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20940405
MIRT002309,hsa-miR-141-3p,hsa,SFPQ,6421,hsa,Immunoprecipitaion//Luciferase reporter assay//Western blot,Functional MTI,17637574
MIRT004736,hsa-miR-18a-5p,hsa,SMAD4,4089,hsa,Immunoblot//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20940405
MIRT004743,hsa-miR-661,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004744,hsa-miR-876-3p,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004745,hsa-miR-892b,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004746,hsa-miR-148b-5p,hsa,MCL1,4170,hsa,Luciferase reporter assay//Western blot,Functional MTI,20829195
MIRT004747,hsa-miR-326,hsa,MSH3,4437,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19883630
MIRT004748,hsa-miR-145-5p,hsa,TIRAP,114609,hsa,Immunoprecipitaion//Western blot//Communoprecipitaion,Functional MTI,19898489
MIRT004749,hsa-miR-675-5p,hsa,RB1,5925,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19926638
MIRT003358,hsa-miR-221-3p,hsa,DDIT4,54541,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20018759
MIRT004753,hsa-miR-221-3p,hsa,BNIP3,664,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20018759
MIRT000637,hsa-miR-181b-5p,hsa,TIMP3,7078,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20023698
MIRT000636,hsa-miR-224-5p,hsa,CDC42,998,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20023705
MIRT000635,hsa-miR-224-5p,hsa,CXCR4,7852,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20023705
MIRT003300,hsa-miR-9-5p,hsa,FOXO1,2308,hsa,Immunohistochemistry//Northern blot//qRT-PCR//Western blot,Functional MTI,20028871
MIRT003299,hsa-miR-153-3p,hsa,FOXO1,2308,hsa,Immunohistochemistry//Northern blot//qRT-PCR//Western blot,Functional MTI,20028871
MIRT003298,hsa-miR-183-5p,hsa,FOXO1,2308,hsa,Immunohistochemistry//Northern blot//qRT-PCR//Western blot,Functional MTI,20028871
MIRT003297,hsa-miR-186-5p,hsa,FOXO1,2308,hsa,Immunohistochemistry//Northern blot//qRT-PCR//Western blot,Functional MTI,20028871
MIRT004756,hsa-miR-107,hsa,FBXW7,55294,hsa,Luciferase reporter assay//Microarray//Northern blot//Western blot,Functional MTI,20042474
MIRT004757,hsa-miR-128-3p,hsa,FBXW7,55294,hsa,Luciferase reporter assay//Microarray//Northern blot//Western blot,Functional MTI,20042474
MIRT001840,hsa-miR-106a-5p,hsa,RB1,5925,hsa,Immunohistochemistry//Microarray//Western blot,Functional MTI,20643754
MIRT000374,hsa-miR-106a-5p,hsa,E2F1,1869,hsa,Immunohistochemistry//Microarray//Western blot,Functional MTI,20643754
MIRT004638,hsa-miR-196b-5p,hsa,HOXC8,3224,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,20736365
MIRT004760,hsa-miR-631,hsa,SULT1A1,6817,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20881232
MIRT004761,hsa-miR-107,hsa,GRN,2896,hsa,Microarray//Western blot,Functional MTI,20884628
MIRT004762,hsa-miR-103a-3p,hsa,CCNE1,898,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090
MIRT004763,hsa-miR-103a-3p,hsa,Ccne1,12447,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090
MIRT004764,hsa-miR-103a-3p,hsa,CDK2,1017,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090
MIRT004765,hsa-miR-103a-3p,hsa,Cdk2,12566,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090
MIRT004766,hsa-miR-103a-3p,hsa,CREB1,1385,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090
MIRT004767,hsa-miR-103a-3p,hsa,Creb1,12912,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20886090
MIRT004779,hsa-miR-30a-3p,hsa,Fmr1,14265,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,16239240
MIRT001763,hsa-miR-30a-3p,hsa,THBS1,7057,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,16239240
MIRT001761,hsa-miR-30a-3p,hsa,SLC7A6,9057,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,16239240
MIRT004780,hsa-miR-30a-3p,hsa,VEZT,55591,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,16239240
MIRT001760,hsa-miR-30a-3p,hsa,CDK6,1021,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,16239240
MIRT004785,hsa-miR-30a-5p,hsa,TNRC6A,27327,hsa,Luciferase reporter assay,Functional MTI,19767416
MIRT004801,hsa-let-7a-5p,hsa,LIN28A,79727,hsa,B-globin reporter assay//Luciferase reporter assay//Microarray,Functional MTI,16495412
MIRT004811,hsa-miR-107,hsa,NFIA,4774,hsa,Luciferase reporter assay,Functional MTI,17260024
MIRT000171,hsa-miR-21-5p,hsa,NCAPG,64151,hsa,Luciferase reporter assay//Quantitative proteomic approach,Functional MTI,19253296
MIRT000167,hsa-miR-21-5p,hsa,RTN4,57142,hsa,Luciferase reporter assay//Quantitative proteomic approach,Functional MTI,19253296
MIRT000166,hsa-miR-21-5p,hsa,TM9SF3,56889,hsa,Luciferase reporter assay,Functional MTI,19253296
MIRT000172,hsa-miR-21-5p,hsa,DERL1,79139,hsa,Luciferase reporter assay//Quantitative proteomic approach,Functional MTI,19253296
MIRT000173,hsa-miR-21-5p,hsa,BASP1,10409,hsa,Luciferase reporter assay//Quantitative proteomic approach,Functional MTI,19253296
MIRT000169,hsa-miR-21-5p,hsa,PLOD3,8985,hsa,Luciferase reporter assay//Quantitative proteomic approach,Functional MTI,19253296
MIRT002925,hsa-miR-133a-3p,hsa,KCNQ1,3784,hsa,Luciferase reporter assay//Western blot//5'RACE//Real time RT-PCR,Functional MTI,17443681
MIRT002924,hsa-miR-1-3p,hsa,KCNE1,3753,hsa,Luciferase reporter assay//Western blot//5'RACE//Real time RT-PCR,Functional MTI,17443681
MIRT003450,hsa-miR-34b-3p,hsa,CDK4,1019,hsa,Microarray//Western blot//RTPCR,Functional MTI,20924086
MIRT004825,hsa-miR-34b-3p,hsa,MET,4233,hsa,Microarray//Western blot//RTPCR,Functional MTI,20924086
MIRT002951,hsa-miR-141-3p,hsa,CLOCK,9575,hsa,Northern blot//qRT-PCR//Western blot,Functional MTI,16762633
MIRT000198,hsa-miR-200b-3p,hsa,PTPN12,5782,hsa,Northern blot//qRT-PCR//Western blot,Functional MTI,16762633
MIRT004826,hsa-miR-27b-3p,hsa,CYP1B1,1545,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,16982751
MIRT004827,hsa-miR-569,hsa,SPI1,6688,hsa,Luciferase reporter assay,Functional MTI,21360505
MIRT004831,hsa-miR-133a-3p,hsa,KCNH2,3757,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17344217
MIRT004832,hsa-miR-133b,hsa,KCNH2,3757,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17344217
MIRT002082,hsa-let-7b-5p,hsa,HMGA2,8091,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,17437991
MIRT002081,hsa-let-7e-5p,hsa,HMGA2,8091,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,17437991
MIRT000121,hsa-miR-24-3p,hsa,MYC,4609,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19748357
MIRT000122,hsa-miR-24-3p,hsa,E2F2,1870,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19748357
MIRT000120,hsa-miR-24-3p,hsa,AURKB,9212,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19748357
MIRT004836,hsa-miR-24-3p,hsa,BRCA1,672,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19748357
MIRT004837,hsa-miR-24-3p,hsa,POLD1,5424,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19748357
MIRT000117,hsa-miR-24-3p,hsa,CDK4,1019,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19748357
MIRT000119,hsa-miR-24-3p,hsa,CCNA2,890,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19748357
MIRT000116,hsa-miR-24-3p,hsa,FEN1,2237,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,19748357
MIRT004838,hsa-miR-21-5p,hsa,Pten,19211,mmu,Microarray//qRT-PCR//Western blot,Functional MTI,20827319
MIRT004839,hsa-miR-21-5p,hsa,Reck,53614,mmu,Microarray//qRT-PCR//Western blot,Functional MTI,20827319
MIRT004844,hsa-miR-192-5p,hsa,BCL2,596,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004845,hsa-miR-192-5p,hsa,CDC7,8317,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19074876
MIRT004846,hsa-miR-192-5p,hsa,CUL5,8065,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19074876
MIRT004847,hsa-miR-192-5p,hsa,DLG5,9231,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004848,hsa-miR-192-5p,hsa,DTL,51514,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004849,hsa-miR-192-5p,hsa,ERCC3,2071,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004850,hsa-miR-192-5p,hsa,HOXA10,3206,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004851,hsa-miR-192-5p,hsa,HRH1,3269,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004852,hsa-miR-192-5p,hsa,LMNB2,84823,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19074876
MIRT004853,hsa-miR-192-5p,hsa,MAD2L1,4085,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19074876
MIRT004854,hsa-miR-192-5p,hsa,MCM10,55388,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004855,hsa-miR-192-5p,hsa,MIS12,79003,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004856,hsa-miR-192-5p,hsa,KIF20B,9585,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004857,hsa-miR-192-5p,hsa,PIM1,5292,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004858,hsa-miR-192-5p,hsa,PRPF38A,84950,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
MIRT004859,hsa-miR-192-5p,hsa,RACGAP1,29127,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19074876
